id,eg_source,eg_title,eg_link
21,nature,Zinc isotopic evidence for the origin of the Moon,https://www.nature.com/articles/nature11507/
22,nature,Zinc isotopic evidence for the origin of the Moon,https://www.nature.com/articles/nature11507/
23,nature,A spectrograph for exoplanet observations calibrated at the centimetre-per-second level,https://www.nature.com/articles/nature11092/
24,nature,A spectrograph for exoplanet observations calibrated at the centimetre-per-second level,https://www.nature.com/articles/nature11092/
25,nature,A spectrograph for exoplanet observations calibrated at the centimetre-per-second level,https://www.nature.com/articles/nature11092/
26,nature,An absence of neutrinos associated with cosmic-ray acceleration in γ-ray bursts,https://www.nature.com/articles/nature11068/
27,nature,An absence of neutrinos associated with cosmic-ray acceleration in γ-ray bursts,https://www.nature.com/articles/nature11068/
28,nature,An absence of neutrinos associated with cosmic-ray acceleration in γ-ray bursts,https://www.nature.com/articles/nature11068/
29,nature,An absence of neutrinos associated with cosmic-ray acceleration in γ-ray bursts,https://www.nature.com/articles/nature11068/
30,nature,A global synthesis reveals biodiversity loss as a major driver of ecosystem change,https://www.nature.com/articles/nature11118/
31,nature,The yeast Fun30 and human SMARCAD1 chromatin remodellers promote DNA end resection,https://www.nature.com/articles/nature11353/
32,nature,The yeast Fun30 and human SMARCAD1 chromatin remodellers promote DNA end resection,https://www.nature.com/articles/nature11353/
33,nature,A comparative analysis of the evolution of imperfect mimicry,https://www.nature.com/articles/nature10961/
34,nature,Biosignatures as revealed by spectropolarimetry of Earthshine,https://www.nature.com/articles/nature10778/
35,nature,The suppression of star formation by powerful active galactic nuclei,https://www.nature.com/articles/nature11096/
36,nature,Ploughing the deep sea floor,https://www.nature.com/articles/nature11410/
37,nature,Ploughing the deep sea floor,https://www.nature.com/articles/nature11410/
38,nature,Ploughing the deep sea floor,https://www.nature.com/articles/nature11410/
39,nature,Experimental demonstration of topological error correction,https://www.nature.com/articles/nature10770/
40,nature,Experimental demonstration of topological error correction,https://www.nature.com/articles/nature10770/
41,beautifulnews,Most of the World can Now Afford Mobile Internet,https://informationisbeautiful.net/beautifulnews/1148-afford-mobile-internet/
42,beautifulnews,Australia has a Mobile Shower and Laundry Service for the Homeless,https://informationisbeautiful.net/beautifulnews/632-mobile-service-homeless/
43,beautifulnews,Rhino Populations Are Growing,https://informationisbeautiful.net/beautifulnews/1320-rhino-populations/
44,beautifulnews,Healthy Life Expectancy is Increasing in Almost Every Country 2000-2016,https://informationisbeautiful.net/beautifulnews/680-healthy-life-expectancy/
45,beautifulnews,india's solar power capacity quadruples,https://informationisbeautiful.net/beautifulnews/18-india-solar-capacity/
46,beautifulnews,No Children Died in Car Accidents,https://informationisbeautiful.net/beautifulnews/1419-norway-road-safety/
47,beautifulnews,Giant Floating Baloons Will Provide Internet in Kenya,https://informationisbeautiful.net/beautifulnews/1413-floating-internet-balloons/
48,beautifulnews,Scotland Generates Enough Wind Energy to Power All Its Homes,https://informationisbeautiful.net/beautifulnews/1076-scotland-wind-energy/
49,beautifulnews,Soy&Oat Milk Are the Most Sustainable,https://informationisbeautiful.net/beautifulnews/1040-soy-oat-milk/
50,beautifulnews,UK Teen Pregnancies Hit a Record Low,https://informationisbeautiful.net/beautifulnews/497-uk-teen-pregnancy/
51,beautifulnews,Livestock Fed Seaweed Emit Less Methane,https://informationisbeautiful.net/beautifulnews/1133-livestock-fed-seaweed/
52,beautifulnews,Foreign Aid Has Exploded,https://informationisbeautiful.net/beautifulnews/80-foreign-aid/
53,beautifulnews,More Populations of Large Sea Turtles Are Improving vs Declining,https://informationisbeautiful.net/beautifulnews/127-sea-turtles/
54,beautifulnews,"After 23 months, the 2018 Ebola outbreak in DR Congo has ended",https://informationisbeautiful.net/beautifulnews/1321-ebola-congo/
55,beautifulnews,Laws to Protect Animals&Pets Are Becoming More Widespread,https://informationisbeautiful.net/beautifulnews/387-banned-puppy-sales/
56,beautifulnews,The Potential of Tidal Power is Amazing,https://informationisbeautiful.net/beautifulnews/1132-tidal-power-potential/
57,beautifulnews,More Afghan Girls Are Being Educated,https://informationisbeautiful.net/beautifulnews/764-afghan-girls/
58,beautifulnews,Early Detection of Cervical Cancer Has Never Been So Accurate,https://informationisbeautiful.net/beautifulnews/723-cervical-cancer-test/
59,beautifulnews,A Wall of Fertile Land Will Cross Africa,https://informationisbeautiful.net/beautifulnews/1383-great-green-wall/
60,beautifulnews,Britain's Woodland Cover Has Returned to Medieval Levels,https://informationisbeautiful.net/beautifulnews/1260-britain-woodland-cover/
61,beautifulnews,Renewable Energy is Untapped Energy,https://informationisbeautiful.net/beautifulnews/1029-untapped-renewables/
62,beautifulnews,South Korea is Solving Its Food Waste Problem,https://informationisbeautiful.net/beautifulnews/1241-south-korea-food-waste/
63,beautifulnews,When Submarine Internet Cables Arrived in Africa...,https://informationisbeautiful.net/beautifulnews/950-submarine-internet/
64,beautifulnews,US Aims to Halve Food Waste by 2030,https://informationisbeautiful.net/beautifulnews/1190-cut-food-waste/
65,beautifulnews,Sweden Sends Almost No Trash to Landfill,https://informationisbeautiful.net/beautifulnews/600-sweden-trash-landfill/
66,beautifulnews,The Response to the 2009 Swine Flu Pandemic Was the Fastest in History,https://informationisbeautiful.net/beautifulnews/200-H1N1-response/
67,beautifulnews,How Denmark Will Be Carbon Neutral,https://informationisbeautiful.net/beautifulnews/743-denmark-carbon-neutral/
68,beautifulnews,Fewer Young Children in Egypt Are Dying,https://informationisbeautiful.net/beautifulnews/166-egypt-child-mortality/
69,beautifulnews,Millions of Children's Lives Have Been Saved,https://informationisbeautiful.net/beautifulnews/595-childrens-lives-saved/
70,beautifulnews,"New Cookstoves are Safer, Last Longer&Reduce Emissions",https://informationisbeautiful.net/beautifulnews/1153-improved-cookstoves/
71,beautifulnews,Hacking Photosynthesis to Feed Our Growing Population,https://informationisbeautiful.net/beautifulnews/1156-hacking-photosynthesis/
72,beautifulnews,Rice,https://informationisbeautiful.net/beautifulnews/623-improved-rice-production/
73,beautifulnews,"Alice, the First Commercial All-Electric Passenger Aircraft Has Landed",https://informationisbeautiful.net/beautifulnews/1063-all-electric-plane/
74,beautifulnews,The Cost of Renewables Falling Fast,https://informationisbeautiful.net/beautifulnews/586-cost-renewables-falling/
75,beautifulnews,Major Fashion Brands Are Going Fur-Free,https://informationisbeautiful.net/beautifulnews/122-fur-free-fashion/
76,beautifulnews,"One Million UK Women Now Work in Science,Tech, Engineerings&Math",https://informationisbeautiful.net/beautifulnews/1340-million-women-stem/
77,beautifulnews,Combining Solar Panel Technologies Could Boost Energy Production by a Third,https://informationisbeautiful.net/beautifulnews/1343-super-solar-panels/
78,beautifulnews,New Plant-Based Plastic Bottles Will Degrade in One Year,https://informationisbeautiful.net/beautifulnews/1334-plant-based-plastic-bottle/
79,beautifulnews,The US is Boosting Alzheimer's Funding,https://informationisbeautiful.net/beautifulnews/875-us-alzheimers-funding/
80,beautifulnews,A Global 'Green New Deal' Could Eliminate 99.7% of CO2 emissions,https://informationisbeautiful.net/beautifulnews/1262-global-green-new-deal/
81,beautifulnews,The Dutch city of Utrecht has covered 300 bus stops,https://informationisbeautiful.net/beautifulnews/1074-bus-stop-plants/
82,beautifulnews,75% of All the Aluminum Ever Used in the USA Has Been Recycled,https://informationisbeautiful.net/beautifulnews/1359-aluminium-recycling/
83,beautifulnews,A New Device Can Harness Electricity from Raindrops,https://informationisbeautiful.net/beautifulnews/1255-electricity-raindrops/
84,beautifulnews,Money Spent on Disadvantaged Kids Is a Great Long-term Investment,https://informationisbeautiful.net/beautifulnews/1335-childhood-programs/
85,beautifulnews,Fewer US Women Are Dying of Breast Cancer,https://informationisbeautiful.net/beautifulnews/149-breast-cancer-deaths/
86,beautifulnews,Most One-Year-Olds Are Vaccinated Against Three Lethal Diseases,https://informationisbeautiful.net/beautifulnews/748-one-year-olds-vaccinated/
87,beautifulnews,Renewable Energy Superstars,https://informationisbeautiful.net/beautifulnews/10-renewable-energy-stars/
88,beautifulnews,It's Legal to be Homosexual in the Majority of the World's Countries,https://informationisbeautiful.net/beautifulnews/558-legal-homosexuality/
89,beautifulnews,Smoking is Falling Fast in Japan,https://informationisbeautiful.net/beautifulnews/49-japan-smoking/
90,beautifulnews,Billions More Can Now Drink Safely,https://informationisbeautiful.net/beautifulnews/70-billions-drink-safely/
91,beautifulnews,"A 100° Biodegradabie, Comfortable Sanitary Has Been Developed",https://informationisbeautiful.net/beautifulnews/958-biodegradable-pad/
92,beautifulnews,Government buildings&infrastructure in three major Australian cities are now powered by 100% renewable energy,https://informationisbeautiful.net/beautifulnews/1356-australia-renewable-cities/
93,beautifulnews,Mountain Gorilla Populations Are Rising,https://informationisbeautiful.net/beautifulnews/803-gorilla-populations-rising/
94,beautifulnews,Belize's Barrier Reef Is No Longer at Risk,https://informationisbeautiful.net/beautifulnews/4-belize-barrier-reef/
95,beautifulnews,Tree Planting Has So Much Potential,https://informationisbeautiful.net/beautifulnews/1298-tree-planting-potential/
96,beautifulnews,Biodiversity is Flourishing in the Thames,https://informationisbeautiful.net/beautifulnews/144-biodiversity-river-thames/
97,beautifulnews,Biofortified Cassava Is Set to Transform the House of Millions,https://informationisbeautiful.net/beautifulnews/1165-cassava-nutrition/
98,beautifulnews,"In the USA, wind power is now cheaper than burning natual gas",https://informationisbeautiful.net/beautifulnews/1108-wind-cheaper-than-fossil/
99,beautifulnews,Countries Are Starting to Ban Fossil Fuel Vehicles,https://informationisbeautiful.net/beautifulnews/865-banning-fossil-fuel-cars/
100,beautifulnews,Women Can Finally Vote Everywhere,https://informationisbeautiful.net/beautifulnews/84-women-vote-everywhere/
101,beautifulnews,Billions More People Are Now Online,https://informationisbeautiful.net/beautifulnews/64-billions-more-internet-access/
102,beautifulnews,Millions of Lives Have Been Saved by Vaccines in the Last 25 Years,https://informationisbeautiful.net/beautifulnews/515-lives-saved-vaccines/
103,beautifulnews,China Could Generate Half Its Power From Renewable By 2020,https://informationisbeautiful.net/beautifulnews/1085-china-renewables/
104,beautifulnews,"California Initiative Breeds Infertility into Mosquitoes, Cutting Their Numbers",https://informationisbeautiful.net/beautifulnews/1271-mosquito-control/
105,beautifulnews,Trashtag Challenge Was a Huge Success,https://informationisbeautiful.net/beautifulnews/1296-trashtag/
106,beautifulnews,"Visionary Mexican Program Improves Health, Education, and Nutrition",https://informationisbeautiful.net/beautifulnews/1016-visionary-mexican-program/
107,beautifulnews,Taiwan has become the first Asian Country to Legalise Same-sex Marriage,https://informationisbeautiful.net/beautifulnews/35-taiwan-marriage-equality/
108,beautifulnews,Plastic-Eating Worms Could Tackle Trash,https://informationisbeautiful.net/beautifulnews/1150-plastic-eating-worms/
109,beautifulnews,The Average US Citizen Now Lives Much Longer After Retirement,https://informationisbeautiful.net/beautifulnews/705-life-beyond-retirement/
110,beautifulnews,Simple Oral Rehydration Therapy Has Saved Millions of Lives Around the World,https://informationisbeautiful.net/beautifulnews/47-oral-rehydration-therapy/
111,beautifulnews,Extreme Poverty is Almost Eradicated in the East Asia&Pacific Region,https://informationisbeautiful.net/beautifulnews/72-poverty-east-asia/
112,beautifulnews,We're Investing Twice as Much in Renewables vs Fossil Fuels,https://informationisbeautiful.net/beautifulnews/1059-renewables-investment/
113,beautifulnews,Global Tree Cover is Expanding,https://informationisbeautiful.net/beautifulnews/877-global-tree-cover/
114,beautifulnews,We've Almost Eradicated Polio,https://informationisbeautiful.net/beautifulnews/48-almost-eliminated-polio/
115,beautifulnews,There are Already More Than 34000km of Plastic Roads in India,https://informationisbeautiful.net/beautifulnews/770-india-plastic-roads/
116,beautifulnews,Rechargeable Batteries are Getting Better,https://informationisbeautiful.net/beautifulnews/1136-batteries-better/
117,beautifulnews,Over Two Billion More People Have Gained Access to Improved Sanitation,https://informationisbeautiful.net/beautifulnews/464-improved-sanitation/
118,beautifulnews,"Six Organic, Biodegradable Alternatives to Single-Use Plastics",https://informationisbeautiful.net/beautifulnews/1207-plastic-substitutes/
119,beautifulnews,"Wind Power Now Supplies 5% of the World's Energy, and It's Growing",https://informationisbeautiful.net/beautifulnews/579-wind-power-world-energy/
120,beautifulnews,The Potential of Wind Power is Amazing,https://informationisbeautiful.net/beautifulnews/1130-wind-power-potential/
121,beautifulnews,South Africa is Defending Its Rhinos,https://informationisbeautiful.net/beautifulnews/949-south-africa-rhinos/
122,beautifulnews,Even A Small Portion of Fruit or Vegetables Every Day Can Prevent Diabetes,https://informationisbeautiful.net/beautifulnews/1395-fruit-veg-diabetes/
123,beautifulnews,Oil Spills Have Decreased,https://informationisbeautiful.net/beautifulnews/1276-oil-spills-decreased/
124,beautifulnews,Despite US Planned Withdrawal from the Paris Agreement,https://informationisbeautiful.net/beautifulnews/676-paris-agreement/
125,beautifulnews,Almost Half of New Cars Sold in Norway Are Electric,https://informationisbeautiful.net/beautifulnews/1069-norway-electric-cars/
126,beautifulnews,Best in Show: The Ultimate Data Dog,https://informationisbeautiful.net/visualizations/best-in-show-whats-the-top-data-dog/
127,beautifulnews,Norway Recycles Almost All of Their Plastic Bottles,https://informationisbeautiful.net/beautifulnews/1041-norway-plastic-bottles/
128,beautifulnews,Numerous Countries Are Banning the Use of Wild Animals in Circuses,https://informationisbeautiful.net/beautifulnews/124-animals-in-circuses/
129,beautifulnews,Europe Could Power the Entire World with Wind,https://informationisbeautiful.net/beautifulnews/1111-europe-wind-power/
130,fivethirtyeight,Does The Road To The Stanley Cup Lead Through Florida ... Again?,https://fivethirtyeight.com/features/does-the-road-to-the-stanley-cup-lead-through-florida-again/
131,fivethirtyeight,How Cable News Is Talking About The Protests -- And Why It Matters,https://www.youtube.com/watch?v=-1EH4YC4SZI
132,fivethirtyeight,Confidence Interval: Republicans Will Win Back Congress In 2022,https://www.youtube.com/watch?v=g5zzOt1glcc
133,fivethirtyeight,Women Of Color Have Always Been In Politics. Now They Are Changing Congress,https://www.youtube.com/watch?v=iZ5PnXGjX1I
134,fivethirtyeight,Do You Buy That ... President Joe Biden Can Unite The Country? ,https://www.youtube.com/watch?v=QBD-PC880Iw
135,fivethirtyeight,Do You Buy That ... President Joe Biden Can Unite The Country? ,https://www.youtube.com/watch?v=QBD-PC880Iw
136,fivethirtyeight,Trump's refusal to concede hasn't made life easier for GOP in Georgia runoffs ,https://www.youtube.com/watch?v=zcBwgv_jAzQ
137,fivethirtyeight,Those suburban votes were key to putting Biden over the top,https://www.youtube.com/watch?v=tpyurjBIE0Q
138,fivethirtyeight,I buy that COVID was a factor in polls underestimating,https://www.youtube.com/watch?v=O7bWIvQSvgk
139,fivethirtyeight,What Happened To The Polls In 2016 - And What You Should Know About Them In 2020,https://www.youtube.com/watch?v=TambSayfCOE
140,fivethirtyeight,(Trump) may be discouraging turnout within his own party,https://www.youtube.com/watch?v=wmmBV8ZSYzI
141,fivethirtyeight,Trump's getting into underdog territory,https://www.youtube.com/watch?v=tmxYbgzbplQ
142,fivethirtyeight,Biden And Sanders Are Neck And Neck In Iowa,https://www.youtube.com/watch?v=2GK30_10878
143,fivethirtyeight,Did The First Five Public Impeachment Hearings Change Anyone's Mind?,https://www.youtube.com/watch?v=kqkjK3A8YtE
144,fivethirtyeight,How Ricky Williams's infamous contract got made,https://www.youtube.com/watch?v=mMyPwdgLJKs
145,fivethirtyeight,Do You Buy That ... Ranked-Choice Voting Could Change The Outcome Of The NYC Mayoral Race?,https://www.youtube.com/watch?v=epGltA0m5Ak
146,fivethirtyeight,Republicans Can Govern Without Winning A Majority. That Threatens Our Democracy,https://www.youtube.com/watch?v=li-n4l_474g
147,fivethirtyeight,Republicans Can Govern Without Winning A Majority. That Threatens Our Democracy.,https://www.youtube.com/watch?v=li-n4l_474g
148,fivethirtyeight,Republicans Can Govern Without Winning A Majority. That Threatens Our Democracy.,https://www.youtube.com/watch?v=li-n4l_474g
149,fivethirtyeight,Republicans Can Govern Without Winning A Majority. That Threatens Our Democracy.,https://www.youtube.com/watch?v=li-n4l_474g
150,fivethirtyeight,Republicans Can Govern Without Winning A Majority. That Threatens Our Democracy,https://www.youtube.com/watch?v=li-n4l_474g
151,fivethirtyeight,I do not buy that the (J&J vaccine) pause was a good idea,https://www.youtube.com/watch?v=ejYmIk-cJ_k
152,fivethirtyeight,What Makes LeBron James So Great,https://www.youtube.com/watch?v=zwOoSoZgsD0
153,fivethirtyeight,What Makes LeBron James So Great,https://www.youtube.com/watch?v=zwOoSoZgsD0
154,fivethirtyeight,Don't Believe Anything The 2020 Exit Polls Tell You ,https://www.youtube.com/watch?v=TmvcaitydYY
155,information is beautifula wards,The Last Star in the Universe - Red Dwarfs Explained,https://www.informationisbeautifulawards.com/showcase/1195-the-last-star-in-the-universe-red-dwarfs-explained?utm_content=buffer0e946&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer
156,information is beautifula wards,The Winners: Politics & Global,https://www.informationisbeautifulawards.com/news/531-the-winners-politics-global
157,information is beautifula wards,Data Science vs Fake,https://www.informationisbeautifulawards.com/news/302-the-shortlist-science-technology
158,information is beautifula wards,Noon It's Not,https://www.informationisbeautifulawards.com/showcase/4156-noon-it-s-not
159,information is beautifula wards,"3,121 Desperate Journeys: Exposing A Week Of Chaos Under Trump's Zero Tolerance",https://www.informationisbeautifulawards.com/news/431-the-shortlist-humanitarian
160,information is beautifula wards,A Plastic Coral,https://www.informationisbeautifulawards.com/news/438-the-shortlist-science-technology
161,information is beautifula wards,Fish World,https://www.informationisbeautifulawards.com/news/438-the-shortlist-science-technology
162,information is beautifula wards,Yo Y El Mundo,https://www.informationisbeautifulawards.com/showcase/3952-yo-y-el-mundo
163,information is beautifula wards,The categories: Humanitarian / global,https://www.informationisbeautifulawards.com/news/221-the-categories-humanitarian-global
164,information is beautifula wards,World Food Clock,https://www.informationisbeautifulawards.com/news/221-the-categories-humanitarian-global
165,information is beautifula wards,Migration in the Census and in the News,https://www.informationisbeautifulawards.com/news/221-the-categories-humanitarian-global
166,information is beautifula wards,Data Cuisine,https://www.informationisbeautifulawards.com/news/222-the-categories-unusual
167,information is beautifula wards,Here Is Europe's Chocolate Consumption IN 2015,https://www.informationisbeautifulawards.com/news/232-revealed-the-iib-awards-2017-longlist
168,information is beautifula wards,Rhythm of Food,https://www.informationisbeautifulawards.com/news/268-the-winners-sports-games-leisure
169,information is beautifula wards,The 'uh' versus 'um' map of America,https://www.informationisbeautifulawards.com/news/37-the-uh-versus-um-map-of-america
170,quartz,We're running out of room on the 'And Counting' t-shirt to add all the unarmed black people killed by cops in America,https://twitter.com/MelvinBackman/status/544490397339119618
171,reuters,"A box-office juggernaut, the MCU is the highest-grossing film franchise of all time.",https://graphics.reuters.com/USA-FILM-AVENGERS/010091KC2B2/index.html
172,reuters,Sea Level Rise By The Numbers,https://graphics.reuters.com/CLIMATECHANGE-GREENLAND-SEALEVELS/010080F60WR/index.html
173,reuters,Talking heads,https://graphics.reuters.com/USA-RUSSIA/010071702F8/index.html
174,reuters,The Original Avengers,https://graphics.reuters.com/USA-FILM-AVENGERS/010091KC2B2/index.html
175,reuters,Super League shakeup,https://graphics.reuters.com/SOCCER-EUROPE/BREAKAWAY-INTERNATIONALS/oakvewxqjvr/index.html
176,reuters,51% of Americans approve of the president,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html
177,reuters,Counting The Cost in Gaza,https://graphics.reuters.com/ISRAEL-PALESTINIANS/GAZA/azgpoozagpd/index.html
178,reuters,Counting The Cost in Gaza,https://graphics.reuters.com/ISRAEL-PALESTINIANS/GAZA/azgpoozagpd/index.html
179,reuters,The Forgotten Events,https://graphics.reuters.com/OLYMPICS-2020/HISTORY/oakpedqbgvr/index.html
180,reuters,Voting Highs,https://graphics.reuters.com/USA-ELECTIONS/oakvendenpr/
181,reuters,Reading The Brexit Tea Leaves,https://graphics.reuters.com/BRITAIN-EU/010092G834N/index.html
182,reuters,A Decade of Peace Shattered,https://graphics.reuters.com/SRI%20LANKA-BLASTS/010091JW299/index.html
183,reuters,A Decade of Peace Shattered,https://graphics.reuters.com/SRI%20LANKA-BLASTS/010091JW299/index.html
184,reuters,The Figures Behind the Faces,https://graphics.reuters.com/INDIA-ELECTION-CRIMINAL-CANDIDATES/0100925031T/index.html
185,reuters,The Figures Behind the Faces,https://graphics.reuters.com/INDIA-ELECTION-CRIMINAL-CANDIDATES/0100925031T/index.html
186,reuters,The Figures Behind the Faces,https://graphics.reuters.com/INDIA-ELECTION-CRIMINAL-CANDIDATES/0100925031T/index.html
187,reuters,Comparing Outbreaks,https://graphics.reuters.com/CHINA-HEALTH-VIRUS-COMPARISON/0100B5BY3CY/index.html
188,reuters,The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,https://graphics.reuters.com/GLOBAL-RACE/USA/nmopajawjva/index.html#student-loans
189,reuters,The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,https://graphics.reuters.com/GLOBAL-RACE/USA/nmopajawjva/index.html#the-justice-system
190,reuters,The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,https://graphics.reuters.com/GLOBAL-RACE/USA/nmopajawjva/index.html#homeownership
191,reuters,The Race Gap: How U.S. Systemic Racism Plays Out in Black Lives,https://graphics.reuters.com/GLOBAL-RACE/USA/nmopajawjva/index.html#life-expectancy
192,reuters,How Powerful was the Beirut Blast?,https://graphics.reuters.com/LEBANON-SECURITY/BLAST/yzdpxnmqbpx/index.html
193,reuters,Collision Course,https://graphics.reuters.com/MAURITIUS-ENVIRONMENT/SPILL/xlbvglnqrpq/
194,reuters,Understanding Brexit: The Event that Led to UK to a Brexit Impasse,https://graphics.reuters.com/BRITAIN-EU/0100B2EP1LV/index.html
195,reuters,How Joe Biden Won the U.S. Presidential Election,https://graphics.reuters.com/USA-ELECTION/RESULTS/jznvnjyjzvl/index.html
196,reuters,Speed and Trust,https://graphics.reuters.com/HEALTH-CORONAVIRUS/VACCINE-ROLLOUT/rlgvdegqqpo/index.html
197,reuters,"Cannabis Entrepreneurs, Celebrity Investors Light Up as Legalization Blooms",https://graphics.reuters.com/CANNABIS-TECH/qzjpqlwgqvx/index.html
198,reuters,The Fed Shifts Into Neutral,https://graphics.reuters.com/USA-FED-NEUTRAL/0100710J22Z/index.html
199,reuters,Apple Hits $1 Trillion Stock Valuation,https://graphics.reuters.com/APPLE-STOCKS-TRILLION/010071L931X/index.html
200,reuters,What If All The Ice Melted?,https://graphics.reuters.com/CLIMATECHANGE-GREENLAND-SEALEVELS/010080F60WR/index.html
201,the guardian,Premier League summer transfers 2015 - in numbers,https://www.theguardian.com/football/datablog/2015/aug/07/premier-league-summer-transfers-2015-numbers?CMP=twt_b-gdndata
202,the guardian,When Will Your Parents Die? The Factors That Make the Difference in America,https://www.theguardian.com/news/datablog/2020/jan/19/poor-and-black-americans-more-likely-to-experience-death-parent-younger-age?utm_source=dlvr.it&utm_medium=twitter
203,the guardian,Data Reveals Australia's New International Arrivals Cap Is Harshest Yet,https://www.theguardian.com/news/datablog/2021/jul/07/australias-travel-restrictions-how-the-cap-on-international-arrivals-has-changed
204,the guardian,Italy Crush England's Dreams After Winning Euro 2020 On Penalties,https://www.theguardian.com/football/2021/jul/11/italy-crush-england-dreams-after-winning-euro-2020-on-penalties
205,the guardian,Ugandan Minister Blames West For Covid Vaccine Shortage,https://www.theguardian.com/world/2021/jul/11/ugandan-minister-blames-west-for-countrys-covid-vaccine-shortage
206,the guardian,'They Will Never Let Go': Isis Fighters Regroup In the Heart of Iraq,https://www.theguardian.com/world/2021/jul/11/isis-fighters-regroup-in-the-heart-of-iraq
207,the pudding,The Emotional GIF Range of Celebs,https://pudding.cool/2020/03/gifs/
208,the pudding,The Timing of Baby Making,https://pudding.cool/2017/05/births/
209,the pudding,How Many Artists Overshadow Their Band After Going Solo?,https://pudding.cool/2021/04/solo/
210,the pudding,Every Time Someone Says 'cool' in Community,https://pudding.cool/2021/01/cool/
211,the pudding,Film Or Digital?,https://pudding.cool/2018/08/filmordigital/
212,the pudding,The Structure of Stand-Up Comedy,https://pudding.cool/2018/02/stand-up/
213,the pudding,The Structure of Stand-Up Comedy,https://pudding.cool/2018/02/stand-up/
214,the pudding,Listen to Her:Gender on This American Life,https://pudding.cool/2017/09/this-american-life/
215,the pudding,Listen to Her:Gender on This American Life,https://pudding.cool/2017/09/this-american-life/
216,the pudding,Listen to Her:Gender on This American Life,https://pudding.cool/2017/09/this-american-life/
217,the pudding,"She Giggles, He Gallops",https://pudding.cool/2017/08/screen-direction/
218,the pudding,The Naked Truth,https://pudding.cool/2021/03/foundation-names/
219,the pudding,The Naked Truth,https://pudding.cool/2021/03/foundation-names/
220,the pudding,The Most Negative Characters,https://pudding.cool/2017/08/the-office/
221,the pudding,A Brief History of The Past 100 YEARS,https://pudding.cool/2018/12/brief-history/
222,the pudding,What Does the Path to Fame Look Like?,https://pudding.cool/2018/10/wiki-breakout/
223,the pudding,What Does the Path to Fame Look Like?,https://pudding.cool/2018/10/wiki-breakout/
224,the pudding,What Does the Path to Fame Look Like?,https://pudding.cool/2018/10/wiki-breakout/
225,the pudding,The Birthday Paradox Experiment ,https://pudding.cool/2018/04/birthday-paradox/
226,the pudding,The Largest Vocabulary In Hip Hop,https://pudding.cool/projects/vocabulary/
227,the pudding,Human Terrain,https://pudding.cool/2018/10/city_3d/
228,the pudding,Human Terrain,https://pudding.cool/2018/10/city_3d/
229,the pudding,Women's Pockets are Inferior.,https://pudding.cool/2018/08/pockets/
